,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1006,1605,1028,1631
1,2,1031,1280,1049,1305
2,3,1031,1467,1051,1488
3,4,1054,1931,1085,1963
4,5,1065,1783,1086,1804
5,6,1069,2200,1086,2221
6,7,1072,2083,1100,2116
7,8,1084,1311,1104,1334
8,9,1092,2011,1112,2032
9,10,1096,1024,1122,1052
10,11,1120,1348,1141,1372
11,12,1125,2433,1156,2473
12,13,1130,2205,1146,2222
13,14,1147,1593,1166,1614
14,15,1168,2467,1194,2496
15,16,1171,1689,1194,1717
16,17,1174,2571,1191,2588
17,18,1175,1500,1205,1529
18,19,1188,2630,1214,2662
19,20,1195,1404,1212,1424
20,21,1198,1234,1228,1268
21,22,1204,2095,1232,2126
22,23,1205,1111,1229,1139
23,24,1212,2525,1230,2543
24,25,1216,1486,1234,1505
25,26,1220,1980,1249,2015
26,27,1249,860,1274,886
27,28,1255,748,1281,773
28,29,1258,1198,1285,1226
29,30,1265,2494,1296,2531
30,31,1274,548,1294,573
31,32,1279,2428,1295,2448
32,33,1281,1801,1306,1830
33,34,1285,2663,1307,2690
34,35,1287,675,1312,701
35,36,1303,884,1332,920
36,37,1305,1592,1332,1620
37,38,1318,2151,1347,2181
38,39,1324,1311,1348,1343
39,40,1328,1046,1351,1072
40,41,1332,2837,1352,2858
41,42,1337,2361,1362,2389
42,43,1346,828,1366,846
43,44,1348,2637,1376,2671
44,45,1349,1978,1377,2009
45,46,1365,608,1386,633
46,47,1369,1485,1389,1505
47,48,1380,1545,1408,1581
48,49,1389,552,1407,572
49,50,1401,1919,1426,1946
50,51,1402,1334,1430,1370
51,52,1402,2275,1435,2309
52,53,1403,1873,1419,1891
53,54,1404,1256,1422,1280
54,55,1410,2055,1429,2080
55,56,1415,1064,1432,1087
56,57,1420,2675,1437,2692
57,58,1425,1700,1452,1726
58,59,1438,452,1456,472
59,60,1438,2768,1455,2789
60,61,1443,1765,1465,1788
61,62,1444,940,1459,959
62,63,1455,2919,1480,2947
63,64,1457,1233,1482,1258
64,65,1458,2567,1472,2586
65,66,1466,2038,1494,2067
66,67,1471,2224,1491,2246
67,68,1478,2822,1508,2858
68,69,1488,1438,1508,1462
69,70,1504,2634,1528,2662
70,71,1506,2915,1542,2952
71,72,1507,1891,1528,1922
72,73,1516,1196,1538,1223
73,74,1522,1075,1538,1093
74,75,1547,2062,1573,2096
75,76,1547,2876,1572,2904
76,77,1564,1360,1593,1392
77,78,1571,1590,1598,1620
78,79,1572,1756,1594,1781
79,80,1572,2690,1589,2720
80,81,1589,2813,1609,2839
81,82,1603,2484,1630,2518
82,83,1614,1949,1642,1983
83,84,1617,758,1635,777
84,85,1618,2754,1638,2778
85,86,1622,603,1638,621
86,87,1633,1279,1660,1312
87,88,1633,1446,1653,1469
88,89,1639,209,1657,230
89,90,1644,1507,1663,1527
90,91,1645,1220,1667,1244
91,92,1648,2689,1675,2720
92,93,1649,1589,1674,1620
93,94,1662,2525,1685,2548
94,95,1669,2337,1700,2373
95,96,1674,972,1700,1007
96,97,1676,2254,1699,2281
97,98,1685,327,1706,347
98,99,1691,2039,1722,2071
99,100,1692,2751,1709,2773
100,101,1702,1412,1729,1440
101,102,1712,2605,1733,2637
102,103,1714,1142,1735,1163
103,104,1715,704,1738,728
104,105,1720,1722,1743,1748
105,106,1722,812,1746,836
106,107,1728,2505,1750,2535
107,108,1736,1939,1763,1973
108,109,1744,601,1772,631
109,110,1745,378,1769,407
110,111,1751,2390,1781,2421
111,112,1760,989,1786,1021
112,113,1781,823,1803,847
113,114,1786,1767,1811,1793
114,115,1796,1410,1819,1432
115,116,1799,2517,1814,2535
116,117,1802,1958,1820,1976
117,118,1808,1539,1837,1574
118,119,1819,1155,1837,1182
119,120,1821,2171,1839,2192
120,121,1822,714,1842,736
121,122,1842,2110,1866,2134
122,123,1842,2373,1867,2405
123,124,1848,815,1868,835
124,125,1876,1036,1898,1060
125,126,1892,1499,1911,1519
126,127,1900,1687,1918,1708
127,128,1907,2098,1930,2125
128,129,1908,1217,1930,1241
129,130,1911,2047,1939,2074
130,131,1917,1777,1937,1798
131,132,1918,1844,1941,1867
132,133,1936,1939,1962,1972
133,134,1946,1552,1969,1574
