,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1005,1606,1028,1632
1,2,1031,1280,1049,1302
2,3,1031,1467,1051,1488
3,4,1054,1931,1084,1962
4,5,1065,1783,1086,1804
5,6,1069,2200,1085,2221
6,7,1072,2084,1100,2116
7,8,1083,1312,1104,1333
8,9,1092,2012,1112,2031
9,10,1096,1026,1122,1052
10,11,1120,1349,1141,1372
11,12,1126,2433,1156,2473
12,13,1146,1594,1166,1614
13,14,1168,2467,1194,2495
14,15,1171,1690,1193,1716
15,16,1176,1500,1204,1529
16,17,1186,2631,1214,2663
17,18,1195,1405,1211,1423
18,19,1198,1234,1228,1268
19,20,1204,2095,1232,2125
20,21,1206,1112,1228,1138
21,22,1212,2526,1228,2542
22,23,1219,1985,1249,2014
23,24,1249,865,1274,886
24,25,1256,748,1281,773
25,26,1259,1199,1283,1224
26,27,1265,2494,1295,2531
27,28,1274,549,1294,572
28,29,1281,1806,1306,1830
29,30,1284,2663,1307,2690
30,31,1286,676,1313,700
31,32,1303,893,1331,919
32,33,1305,1592,1332,1619
33,34,1319,2152,1347,2181
34,35,1324,1311,1347,1343
35,36,1328,1047,1350,1071
36,37,1329,2837,1352,2858
37,38,1336,1917,1363,1941
38,39,1337,2362,1361,2388
39,40,1341,547,1357,564
40,41,1346,829,1366,846
41,42,1348,2637,1375,2669
42,43,1349,1978,1377,2007
43,44,1365,609,1386,633
44,45,1368,1486,1385,1505
45,46,1380,1545,1406,1580
46,47,1388,553,1408,572
47,48,1401,1921,1424,1945
48,49,1402,1334,1430,1368
49,50,1402,2276,1434,2308
50,51,1404,1258,1421,1278
51,52,1410,2055,1428,2080
52,53,1415,1065,1431,1087
53,54,1425,1703,1450,1726
54,55,1437,452,1456,472
55,56,1438,2768,1455,2789
56,57,1443,1765,1465,1788
57,58,1454,2919,1480,2947
58,59,1457,1234,1482,1258
59,60,1466,2039,1494,2065
60,61,1471,2225,1490,2245
61,62,1478,2823,1508,2858
62,63,1488,1439,1507,1459
63,64,1504,2639,1527,2662
64,65,1505,2915,1542,2951
65,66,1507,1893,1528,1921
66,67,1515,1197,1538,1222
67,68,1522,1075,1538,1091
68,69,1547,2063,1572,2092
69,70,1547,2876,1572,2904
70,71,1565,1360,1592,1392
71,72,1571,1591,1598,1620
72,73,1572,1757,1594,1781
73,74,1589,2813,1609,2838
74,75,1604,2484,1630,2517
75,76,1613,1951,1641,1981
76,77,1618,2754,1638,2777
77,78,1633,1446,1652,1468
78,79,1634,1279,1659,1310
79,80,1640,561,1658,578
80,81,1643,1509,1662,1528
81,82,1645,1221,1665,1243
82,83,1648,1590,1674,1621
83,84,1648,2690,1674,2720
84,85,1661,2525,1685,2548
85,86,1669,2337,1700,2373
86,87,1674,972,1700,1007
87,88,1676,2254,1698,2281
88,89,1685,327,1706,347
89,90,1690,2039,1722,2071
90,91,1691,2752,1709,2768
91,92,1702,1413,1728,1439
92,93,1711,2606,1732,2637
93,94,1714,1142,1735,1164
94,95,1715,704,1738,728
95,96,1720,1723,1743,1748
96,97,1722,812,1746,836
97,98,1728,2506,1750,2535
98,99,1736,1940,1763,1973
99,100,1744,379,1768,408
100,101,1744,602,1771,631
101,102,1751,2391,1780,2420
102,103,1761,989,1786,1020
103,104,1780,823,1803,846
104,105,1786,1767,1811,1793
105,106,1796,1410,1819,1432
106,107,1802,1957,1821,1976
107,108,1808,1540,1837,1574
108,109,1819,1156,1836,1181
109,110,1821,715,1843,736
110,111,1821,2174,1839,2190
111,112,1842,2111,1865,2133
112,113,1842,2373,1867,2403
113,114,1876,1039,1898,1060
114,115,1892,1500,1910,1519
115,116,1900,1687,1918,1707
116,117,1907,934,1924,962
117,118,1908,1217,1929,1241
118,119,1908,2098,1930,2124
119,120,1911,2047,1938,2074
120,121,1917,1777,1937,1798
121,122,1918,1845,1941,1867
122,123,1936,1940,1962,1972
123,124,1946,1553,1969,1574
