,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1006,1606,1028,1632
1,2,1031,1280,1048,1304
2,3,1031,1467,1052,1488
3,4,1053,1930,1085,1963
4,5,1065,1783,1086,1805
5,6,1068,2200,1086,2221
6,7,1072,2084,1100,2116
7,8,1084,1312,1104,1334
8,9,1092,2011,1112,2032
9,10,1096,1026,1122,1052
10,11,1120,1349,1141,1372
11,12,1125,2433,1156,2473
12,13,1129,2205,1145,2222
13,14,1147,1594,1167,1615
14,15,1168,2468,1194,2496
15,16,1171,1690,1194,1717
16,17,1176,1500,1204,1529
17,18,1187,2630,1214,2665
18,19,1195,1405,1211,1424
19,20,1198,1234,1229,1268
20,21,1204,2095,1232,2126
21,22,1206,1111,1229,1139
22,23,1212,2525,1229,2543
23,24,1223,1980,1249,2014
24,25,1249,864,1275,887
25,26,1255,747,1281,774
26,27,1258,1198,1285,1226
27,28,1266,2494,1295,2531
28,29,1274,548,1294,574
29,30,1284,2663,1308,2691
30,31,1286,675,1313,700
31,32,1286,1801,1306,1830
32,33,1303,886,1332,920
33,34,1305,1592,1333,1620
34,35,1318,2152,1347,2181
35,36,1323,1139,1344,1162
36,37,1324,1311,1348,1343
37,38,1328,1047,1351,1072
38,39,1330,2837,1354,2859
39,40,1336,1907,1366,1941
40,41,1337,2361,1362,2389
41,42,1346,828,1366,846
42,43,1348,2637,1375,2671
43,44,1349,1978,1377,2008
44,45,1365,608,1387,634
45,46,1367,935,1385,954
46,47,1369,1485,1389,1505
47,48,1381,1545,1406,1581
48,49,1388,552,1409,573
49,50,1401,1921,1425,1946
50,51,1402,1334,1430,1370
51,52,1402,2275,1435,2309
52,53,1403,1874,1419,1891
53,54,1404,1257,1422,1280
54,55,1411,2054,1429,2080
55,56,1415,1065,1432,1088
56,57,1420,2677,1437,2692
57,58,1425,1700,1452,1726
58,59,1437,452,1456,472
59,60,1438,2767,1455,2789
60,61,1443,1765,1465,1789
61,62,1454,2919,1481,2948
62,63,1457,1233,1482,1258
63,64,1458,2567,1473,2586
64,65,1466,2039,1494,2066
65,66,1471,2224,1491,2246
66,67,1478,2822,1508,2858
67,68,1488,1438,1508,1462
68,69,1504,2634,1528,2663
69,70,1506,2915,1543,2953
70,71,1507,1892,1528,1922
71,72,1516,1197,1538,1223
72,73,1522,1075,1538,1092
73,74,1547,2063,1573,2096
74,75,1547,2875,1572,2904
75,76,1565,1360,1593,1392
76,77,1572,1591,1598,1620
77,78,1572,1757,1594,1781
78,79,1572,2690,1590,2719
79,80,1589,2813,1610,2839
80,81,1604,2484,1629,2517
81,82,1613,1949,1642,1983
82,83,1617,759,1635,776
83,84,1618,2754,1638,2778
84,85,1633,1446,1652,1468
85,86,1634,1279,1659,1311
86,87,1639,209,1657,230
87,88,1644,1507,1662,1528
88,89,1645,1220,1667,1244
89,90,1648,2690,1675,2720
90,91,1649,1590,1674,1621
91,92,1662,2525,1685,2548
92,93,1669,2337,1700,2373
93,94,1674,972,1701,1007
94,95,1676,2254,1699,2281
95,96,1685,327,1707,348
96,97,1691,2039,1722,2072
97,98,1692,2752,1709,2772
98,99,1702,1412,1729,1439
99,100,1711,2606,1733,2637
100,101,1714,1142,1735,1164
101,102,1716,704,1740,728
102,103,1720,1722,1744,1748
103,104,1723,812,1745,836
104,105,1729,2506,1750,2536
105,106,1735,1939,1764,1973
106,107,1744,377,1769,408
107,108,1744,601,1772,632
108,109,1751,2391,1781,2420
109,110,1761,989,1786,1021
110,111,1780,823,1803,847
111,112,1786,1767,1811,1793
112,113,1797,1410,1819,1432
113,114,1799,2517,1814,2535
114,115,1802,1957,1822,1977
115,116,1808,1540,1837,1574
116,117,1819,1156,1837,1181
117,118,1820,2172,1840,2192
118,119,1821,714,1843,736
119,120,1842,2111,1866,2133
120,121,1842,2373,1868,2405
121,122,1848,819,1866,835
122,123,1876,1039,1898,1060
123,124,1892,1499,1911,1519
124,125,1900,1686,1919,1708
125,126,1907,933,1926,963
126,127,1908,1216,1930,1241
127,128,1908,2098,1931,2125
128,129,1911,2047,1939,2074
129,130,1917,1777,1937,1799
130,131,1919,1844,1941,1867
131,132,1936,1939,1962,1973
132,133,1946,1552,1969,1574
