,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1006,1606,1028,1631
1,2,1031,1467,1051,1488
2,3,1032,1280,1049,1304
3,4,1055,1931,1084,1962
4,5,1065,1783,1086,1804
5,6,1069,2201,1085,2220
6,7,1074,2084,1100,2115
7,8,1084,1313,1103,1332
8,9,1093,2012,1112,2031
9,10,1096,1027,1121,1051
10,11,1121,1349,1140,1371
11,12,1128,2433,1156,2473
12,13,1147,1596,1166,1614
13,14,1164,823,1186,847
14,15,1168,2469,1194,2495
15,16,1172,1692,1192,1716
16,17,1177,1501,1204,1529
17,18,1188,2631,1213,2663
18,19,1195,1405,1211,1424
19,20,1199,1234,1228,1268
20,21,1205,2096,1232,2125
21,22,1206,1112,1228,1138
22,23,1224,1985,1249,2014
23,24,1251,866,1274,886
24,25,1256,748,1281,773
25,26,1260,1199,1283,1223
26,27,1267,2495,1295,2530
27,28,1274,548,1294,572
28,29,1285,2663,1307,2690
29,30,1287,1808,1305,1829
30,31,1288,676,1312,700
31,32,1305,893,1331,918
32,33,1306,1598,1331,1619
33,34,1319,1139,1343,1161
34,35,1320,2154,1347,2180
35,36,1324,1311,1347,1342
36,37,1328,1047,1350,1071
37,38,1331,2838,1352,2858
38,39,1336,1919,1363,1940
39,40,1338,2362,1361,2386
40,41,1347,829,1366,846
41,42,1349,2638,1369,2669
42,43,1354,1978,1377,2007
43,44,1365,609,1386,633
44,45,1381,1546,1406,1580
45,46,1389,553,1408,572
46,47,1401,1922,1424,1945
47,48,1403,1334,1429,1367
48,49,1403,2278,1434,2308
49,50,1404,1259,1421,1279
50,51,1411,2055,1429,2080
51,52,1416,1065,1431,1086
52,53,1427,1703,1450,1726
53,54,1438,452,1456,471
54,55,1438,2770,1455,2788
55,56,1444,1765,1464,1786
56,57,1455,2920,1480,2947
57,58,1458,1234,1482,1258
58,59,1467,2039,1494,2065
59,60,1472,2225,1490,2245
60,61,1480,2823,1508,2858
61,62,1488,1438,1507,1459
62,63,1505,2640,1526,2662
63,64,1506,2915,1542,2952
64,65,1507,1894,1528,1922
65,66,1516,1197,1538,1222
66,67,1547,2876,1572,2904
67,68,1548,2063,1572,2090
68,69,1565,1360,1592,1391
69,70,1572,1592,1598,1618
70,71,1573,1757,1594,1780
71,72,1589,2813,1609,2839
72,73,1604,2484,1630,2516
73,74,1614,1952,1641,1981
74,75,1618,2754,1637,2776
75,76,1633,1446,1652,1468
76,77,1635,1279,1658,1310
77,78,1639,209,1657,229
78,79,1644,1509,1662,1527
79,80,1646,1221,1665,1242
80,81,1648,2690,1674,2719
81,82,1649,1591,1673,1619
82,83,1662,2526,1685,2547
83,84,1669,2337,1700,2372
84,85,1675,972,1700,1006
85,86,1677,2254,1698,2281
86,87,1685,327,1707,347
87,88,1691,2040,1722,2071
88,89,1692,2752,1709,2769
89,90,1703,1413,1728,1439
90,91,1712,2606,1732,2637
91,92,1714,1143,1735,1163
92,93,1716,704,1738,728
93,94,1720,1723,1743,1746
94,95,1723,812,1746,835
95,96,1729,2506,1750,2535
96,97,1736,1940,1764,1972
97,98,1744,602,1772,631
98,99,1745,378,1768,408
99,100,1752,2391,1780,2419
100,101,1762,989,1786,1020
101,102,1781,823,1803,846
102,103,1792,1768,1811,1793
103,104,1797,1411,1818,1432
104,105,1803,1958,1820,1976
105,106,1809,1541,1837,1573
106,107,1820,1156,1836,1181
107,108,1821,714,1843,736
108,109,1821,2173,1839,2191
109,110,1842,2111,1865,2133
110,111,1843,2373,1867,2401
111,112,1876,1040,1898,1060
112,113,1892,1500,1910,1518
113,114,1900,1687,1918,1708
114,115,1908,1217,1930,1241
115,116,1908,2098,1930,2125
116,117,1911,2047,1938,2073
117,118,1917,1777,1937,1799
118,119,1918,1844,1941,1866
119,120,1936,1940,1962,1972
120,121,1946,1553,1969,1574
