,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1005,1605,1028,1631
1,2,1031,1281,1048,1300
2,3,1031,1467,1051,1488
3,4,1053,1930,1084,1963
4,5,1065,1783,1086,1804
5,6,1069,2200,1085,2220
6,7,1073,2083,1100,2116
7,8,1084,1311,1104,1333
8,9,1092,2011,1112,2031
9,10,1095,1024,1122,1052
10,11,1120,1349,1141,1372
11,12,1126,2433,1156,2472
12,13,1129,2204,1145,2222
13,14,1147,1594,1166,1614
14,15,1168,2468,1194,2495
15,16,1171,1689,1193,1717
16,17,1176,1500,1204,1528
17,18,1187,2631,1214,2664
18,19,1195,1405,1211,1424
19,20,1198,1234,1229,1268
20,21,1204,2095,1232,2125
21,22,1205,1111,1229,1139
22,23,1212,2526,1229,2542
23,24,1216,1486,1234,1505
24,25,1222,1980,1249,2013
25,26,1249,864,1274,885
26,27,1256,747,1281,772
27,28,1259,1198,1285,1226
28,29,1266,2494,1296,2531
29,30,1274,548,1294,574
30,31,1281,1801,1306,1830
31,32,1284,2663,1307,2690
32,33,1286,675,1313,700
33,34,1303,884,1332,920
34,35,1305,1592,1333,1619
35,36,1318,2152,1347,2180
36,37,1319,1139,1343,1162
37,38,1324,1311,1347,1342
38,39,1328,1046,1351,1072
39,40,1330,2837,1353,2859
40,41,1337,2361,1362,2387
41,42,1346,828,1366,847
42,43,1347,2637,1375,2670
43,44,1349,1978,1377,2008
44,45,1365,604,1387,633
45,46,1369,1483,1389,1505
46,47,1380,1544,1407,1581
47,48,1388,553,1407,572
48,49,1401,1919,1425,1945
49,50,1402,1334,1430,1368
50,51,1402,2273,1435,2310
51,52,1404,1258,1421,1280
52,53,1411,2054,1429,2080
53,54,1415,1065,1431,1087
54,55,1419,2676,1436,2692
55,56,1425,1700,1452,1727
56,57,1438,452,1455,471
57,58,1438,2768,1455,2788
58,59,1443,1765,1465,1787
59,60,1454,2920,1480,2947
60,61,1457,1232,1482,1257
61,62,1466,2038,1494,2067
62,63,1471,2224,1491,2246
63,64,1478,2822,1508,2858
64,65,1488,1438,1507,1460
65,66,1504,2634,1527,2661
66,67,1506,2915,1542,2952
67,68,1507,1892,1528,1922
68,69,1515,1196,1538,1222
69,70,1547,2062,1573,2096
70,71,1547,2875,1572,2904
71,72,1565,1359,1593,1392
72,73,1572,1590,1598,1620
73,74,1572,1756,1594,1780
74,75,1589,2813,1609,2838
75,76,1603,2484,1629,2518
76,77,1613,543,1635,569
77,78,1614,1949,1642,1983
78,79,1617,2753,1638,2777
79,80,1633,1279,1659,1312
80,81,1633,1446,1652,1468
81,82,1639,208,1657,229
82,83,1644,1507,1663,1527
83,84,1645,1220,1668,1243
84,85,1648,2690,1674,2720
85,86,1649,1589,1674,1620
86,87,1662,2525,1685,2547
87,88,1669,2337,1700,2373
88,89,1674,972,1700,1006
89,90,1676,2254,1699,2281
90,91,1685,328,1707,347
91,92,1691,2039,1722,2071
92,93,1692,2752,1709,2772
93,94,1702,1412,1729,1439
94,95,1711,2606,1733,2637
95,96,1714,1142,1735,1163
96,97,1715,704,1738,728
97,98,1720,1722,1743,1748
98,99,1723,811,1746,836
99,100,1728,2505,1750,2535
100,101,1731,289,1749,307
101,102,1736,1939,1764,1972
102,103,1744,378,1768,408
103,104,1744,602,1772,630
104,105,1751,2390,1780,2420
105,106,1760,989,1786,1021
106,107,1781,823,1803,846
107,108,1786,1767,1811,1793
108,109,1796,1410,1819,1432
109,110,1802,1959,1820,1975
110,111,1809,1539,1836,1573
111,112,1819,1155,1836,1180
112,113,1821,2172,1839,2191
113,114,1822,714,1843,736
114,115,1842,2111,1865,2133
115,116,1842,2373,1867,2404
116,117,1876,1039,1897,1060
117,118,1892,1499,1910,1519
118,119,1906,932,1925,963
119,120,1907,2098,1930,2125
120,121,1908,1217,1927,1241
121,122,1911,2047,1937,2073
122,123,1919,1845,1940,1866
123,124,1936,1940,1962,1973
124,125,1946,1552,1968,1573
